claim_id,source_section,source_line,source_text,source_text_sha256,claim_class,datasets,units,estimand,evidence_paths,evidence_status,action,target_section,target_text,target_text_sha256,reason
R008-C0077,6.3 固定序列 LTT 与预算分类,211,1. **trivial guarantee**：$\alpha$ 不小于未选择状态的基础风险；形式成立也不计作方法成功；,2dc0b88da9e25d527c2ee17e75b5577c59fddbd2b212d7ee3f96de7e8885f8e6,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,6.3 固定序列 LTT 与预算分类,1. **trivial guarantee**：$\alpha$ 不小于未选择状态的基础风险；形式成立也不计作方法成功；,2dc0b88da9e25d527c2ee17e75b5577c59fddbd2b212d7ee3f96de7e8885f8e6,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0078,6.3 固定序列 LTT 与预算分类,212,2. **infeasible frontier**：冻结网格上没有满足上界的非零选择，或 nonempty scene rate 为零；,ed98f98837d487b0d6fad901447d644efac904a1104893f13b8995e693d77816,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,6.3 固定序列 LTT 与预算分类,2. **infeasible frontier**：冻结网格上没有满足上界的非零选择，或 nonempty scene rate 为零；,ed98f98837d487b0d6fad901447d644efac904a1104893f13b8995e693d77816,与 orientation-specific measurement 证据一致。
R008-C0079,6.3 固定序列 LTT 与预算分类,213,3. **practical certification**：非平凡认证同时满足 nonempty scene rate $\ge0.1$、selected-instance coverage $\ge0.1$、selected count $\ge100$。,874205ae25eb88344834b577487f5d632e9aa8cbb8fbeebd14eb64ac543a1449,certification_audit,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",QUALIFIED,QUALIFY,6.3 固定序列 LTT 与预算分类,3. **practical certification**：非平凡认证同时满足 nonempty scene rate $\ge0.1$、selected-instance coverage $\ge0.1$、selected count $\ge100$。,874205ae25eb88344834b577487f5d632e9aa8cbb8fbeebd14eb64ac543a1449,保留可追溯测量主张；认证相关内容仅作审计/边界限定。
R008-C0080,7 实验设置,217,## 7 实验设置,831d611ff8863d0d469f257aa8e86ab8007664c402256b571d9427c56ac5c217,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7 实验设置,## 7 实验设置,831d611ff8863d0d469f257aa8e86ab8007664c402256b571d9427c56ac5c217,与 orientation-specific measurement 证据一致。
R008-C0081,7.1 数据集与检测器,219,### 7.1 数据集与检测器,56865f43f913436595c08c9df9cb5bcc742b5f18f0752b397c774d7dc7617a83,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7.1 数据集与检测器,### 7.1 数据集与检测器,56865f43f913436595c08c9df9cb5bcc742b5f18f0752b397c774d7dc7617a83,与 orientation-specific measurement 证据一致。
R008-C0082,7.1 数据集与检测器,221,实验覆盖 DIOR-R、FAIR1M-v1.0、SODA-A 和 DOTA-v1.0。检测器包括相位编码 RetinaNet、Oriented R-CNN、Rotated RTMDet 及相关原生角度头。非 DOTA 数据采用既有 trainval/test 协议；DOTA 仅使用本地 train/val 结果，不与公开 test 数字比较。,890fe6307d39c4b21705418592660da2e6b583d43724de8847a3131f165097d6,measurement_numeric,"[""DIOR-R"", ""FAIR1M"", ""SODA-A"", ""DOTA""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7.1 数据集与检测器,实验覆盖 DIOR-R、FAIR1M-v1.0、SODA-A 和 DOTA-v1.0。检测器包括相位编码 RetinaNet、Oriented R-CNN、Rotated RTMDet 及相关原生角度头。非 DOTA 数据采用既有 trainval/test 协议；DOTA 仅使用本地 train/val 结果，不与公开 test 数字比较。,890fe6307d39c4b21705418592660da2e6b583d43724de8847a3131f165097d6,与 orientation-specific measurement 证据一致。
R008-C0083,7.1 数据集与检测器,223,AP 由完整预测和完整 GT 通过旋转 IoU、逐类分数排序及一对一贪心匹配计算。可靠性分析基于 provenance-clean full-validation matched predictions。主表仅使用 `ar>=2.1`；匹配实例的筛选不被用作 AP 的替代证据。,f6e4ba2eaad13dffba18dead6296c3e22ce48119723c02ce88a49f3052f30959,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7.1 数据集与检测器,AP 由完整预测和完整 GT 通过旋转 IoU、逐类分数排序及一对一贪心匹配计算。可靠性分析基于 provenance-clean full-validation matched predictions。主表仅使用 `ar>=2.1`；匹配实例的筛选不被用作 AP 的替代证据。,f6e4ba2eaad13dffba18dead6296c3e22ce48119723c02ce88a49f3052f30959,与 orientation-specific measurement 证据一致。
R008-C0084,7.2 完整评测器朝向扰动,225,### 7.2 完整评测器朝向扰动,264e03493029fff4d09b3d7f0d2d2322673cb3316e185f5ead5acda94ebddd3e,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7.2 完整评测器朝向扰动,### 7.2 完整评测器朝向扰动,264e03493029fff4d09b3d7f0d2d2322673cb3316e185f5ead5acda94ebddd3e,与 orientation-specific measurement 证据一致。
R008-C0085,7.2 完整评测器朝向扰动,227,六个 clean full-validation evaluation units 先运行完整评测器。随后保持 prediction identity、分数、类别、中心、宽和高不变，只改变角度，并重新匹配、重新计算 AP@0.5、AP@0.75 和角误差。已有权威端点将每个可扰动预测沿远离参考角的方向推进至仍位于 IoU 0.50 匹配边界内的最大角度。,624523f7bff50266ed05763f7951f5c8485bf9506373c4c9e8911d22132a4350,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7.2 完整评测器朝向扰动,六个 clean full-validation evaluation units 先运行完整评测器。随后保持 prediction identity、分数、类别、中心、宽和高不变，只改变角度，并重新匹配、重新计算 AP@0.5、AP@0.75 和角误差。已有权威端点将每个可扰动预测沿远离参考角的方向推进至仍位于 IoU 0.50 匹配边界内的最大角度。,624523f7bff50266ed05763f7951f5c8485bf9506373c4c9e8911d22132a4350,与 orientation-specific measurement 证据一致。
R008-C0086,7.2 完整评测器朝向扰动,229,固定剂量网格预先定义为 0°、2°、5°、10°、15°、20°、25°和30°。但完整六单元所需的原始预测没有全部持久化，因此本文不插值固定剂量 AP，也不报告统一 AP@0.75 knee。经验容忍角采用合法近似：在保持真实预测与 GT 的中心、尺度不变时，沿增加当前角误差的方向，以 0.5° 网格找到固定 matched pair IoU 首次低于 $\tau$ 的角度。该近似不重做竞争匹配或 NMS，故与理想曲线只能比较趋势。,92d957888b172aa31d91626fd1f1e0a6e8b96793e6bf609ce7cff5aa10364e72,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7.2 完整评测器朝向扰动,固定剂量网格预先定义为 0°、2°、5°、10°、15°、20°、25°和30°。但完整六单元所需的原始预测没有全部持久化，因此本文不插值固定剂量 AP，也不报告统一 AP@0.75 knee。经验容忍角采用合法近似：在保持真实预测与 GT 的中心、尺度不变时，沿增加当前角误差的方向，以 0.5° 网格找到固定 matched pair IoU 首次低于 $\tau$ 的角度。该近似不重做竞争匹配或 NMS，故与理想曲线只能比较趋势。,92d957888b172aa31d91626fd1f1e0a6e8b96793e6bf609ce7cff5aa10364e72,与 orientation-specific measurement 证据一致。
R008-C0087,7.3 不确定性区间,231,### 7.3 不确定性区间,ec2aeb00eabdf06a38628310523970e3fee3c06d7d57bd4f15fc20f15a38bddd,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,7.3 不确定性区间,### 7.3 不确定性区间,ec2aeb00eabdf06a38628310523970e3fee3c06d7d57bd4f15fc20f15a38bddd,与 orientation-specific measurement 证据一致。
R008-C0088,8 测量结果,235,## 8 测量结果,f8a8258a327ee229b5b006f9bee8ba2647e32cc5274dff58d13c491e98798e98,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8 测量结果,## 8 测量结果,f8a8258a327ee229b5b006f9bee8ba2647e32cc5274dff58d13c491e98798e98,与 orientation-specific measurement 证据一致。
R008-C0089,8.1 Full-validation AP 与朝向扰动,237,### 8.1 Full-validation AP 与朝向扰动,f90be2c1c3f9becda9a417d10a0c3267f883b4c28c69967a04ab38ecd59e09fd,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.1 Full-validation AP 与朝向扰动,### 8.1 Full-validation AP 与朝向扰动,f90be2c1c3f9becda9a417d10a0c3267f883b4c28c69967a04ab38ecd59e09fd,与 orientation-specific measurement 证据一致。
R008-C0090,8.1 Full-validation AP 与朝向扰动,239,表 2 给出六个完整评测器单元。自适应 IoU 0.50 边界扰动下，六个单元的 $\Delta$AP@0.5 均为 0，而 AP@0.75 下降 0.176--0.399，平均角误差升至 34.42°--40.54°。这证明 AP@0.5 在明确的几何区域内可以对角度弱敏感；它不意味着 AP@0.5 在所有形状、阈值和扰动下完全忽略角度。,4989a91696b98c603a757cec7a96d3cf5b4ec0f3f95ecf69043cf917954157c7,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.1 Full-validation AP 与朝向扰动,表 2 给出六个完整评测器单元。自适应 IoU 0.50 边界扰动下，六个单元的 $\Delta$AP@0.5 均为 0，而 AP@0.75 下降 0.176--0.399，平均角误差升至 34.42°--40.54°。这证明 AP@0.5 在明确的几何区域内可以对角度弱敏感；它不意味着 AP@0.5 在所有形状、阈值和扰动下完全忽略角度。,4989a91696b98c603a757cec7a96d3cf5b4ec0f3f95ecf69043cf917954157c7,与 orientation-specific measurement 证据一致。
R008-C0091,8.1 Full-validation AP 与朝向扰动,241,**表 2　完整评测器下的约束朝向扰动**,d65c709d64bbc5bcbdb891ee3d15e142f334bc017c5550cbf6a7ad9b324e70a7,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.1 Full-validation AP 与朝向扰动,**表 2　完整评测器下的约束朝向扰动**,d65c709d64bbc5bcbdb891ee3d15e142f334bc017c5550cbf6a7ad9b324e70a7,与 orientation-specific measurement 证据一致。
R008-C0092,8.1 Full-validation AP 与朝向扰动,243,| 数据集 / 检测器 | 原 AP@0.5 | 扰动 AP@0.5 | 原 AP@0.75 | 扰动 AP@0.75 | 原→扰动平均角误差 |,f60c99a6dd46a089d3fbc9a51b11f7017afdfe314d8cdd00f114c325a0737e2b,measurement_numeric,"[""multiple_or_not_explicit""]",evaluation unit / detector-head unit,orientation-specific measurement or audited certification frontier,"[""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a1_guaranteed_frontier_all_alpha.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/reports/a3_score_menu_summary.csv"", ""top_journal_v3_reaudit_055/paper_A_orientation_protocol/docs/orientation_reliability_paper_A_zh_v077.md""]",VALID,RETAIN,8.1 Full-validation AP 与朝向扰动,| 数据集 / 检测器 | 原 AP@0.5 | 扰动 AP@0.5 | 原 AP@0.75 | 扰动 AP@0.75 | 原→扰动平均角误差 |,f60c99a6dd46a089d3fbc9a51b11f7017afdfe314d8cdd00f114c325a0737e2b,与 orientation-specific measurement 证据一致。
